CODIGO;CODIGO_BARRAS;DESCRICAO;GRUPO;TAMANHO;NCM;PRECO_CUSTO;MARGEM_LUCRO;PRECO_VENDA;ESTOQUE_MINIMO;ESTOQUE_MAXIMO;ESTOQUE_ATUAL;UNIDADE;CONTROLA_ESTOQUE;CFOP;CSOSN;CST;ICMS;ATIVO;EXIBIR_TELA;SOLICITA_QUANTIDADE;PERMITIR_COMBINACAO;CEST;CST_PIS;PIS;CST_COFINS;COFINS
205;;PIZZA SIMPLES - CALABRESA ;PIZZA ; GRANDE;19022000.0;0;0;45;0;0;-57,5;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
206;;PIZZA SIMPLES - CAIPIRA;PIZZA ; GRANDE;19022000.0;0;0;45;0;0;-6,5;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
207;;PIZZA SIMPLES - BAIANA ;PIZZA ; GRANDE;19022000.0;0;0;45;0;0;-2;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
208;;PIZZA SIMPLES - CALACHEDDAR;PIZZA ; GRANDE;19022000.0;0;0;45;0;0;-2,5;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
209;;PIZZA SIMPLES - FRANCHEDDAR;PIZZA ; GRANDE;19022000.0;0;0;45;0;0;-1;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
210;;PIZZA SIMPLES - MARGUETITA;PIZZA ; GRANDE;19022000.0;0;0;45;0;0;-5;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
211;;PIZZA SIMPLES - MISTA 1;PIZZA ; GRANDE;19022000.0;0;0;45;0;0;-6;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
212;;PIZZA SIMPLES - PRESUNTO;PIZZA ; GRANDE;19022000.0;0;0;45;0;0;-2;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
213;;PIZZA SIMPLES - VEGETARIANA;PIZZA ; GRANDE;19022000.0;0;0;45;0;0;0;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
214;;PIZZA SIMPLES - MISTA 2;PIZZA ; GRANDE;19022000.0;0;0;45;0;0;-1;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
215;;PIZZA SIMPLES - PORTUGUESA;PIZZA ; GRANDE;19022000.0;0;0;45;0;0;-26;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
216;;PIZZA SIMPLES - SICILIANA;PIZZA ; GRANDE;19022000.0;0;0;45;0;0;-3,5;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
217;;PIZZA SIMPLES - CATUPIREZA;PIZZA ; GRANDE;19022000.0;0;0;45;0;0;-3;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
218;;PIZZA SIMPLES - BACON;PIZZA ; GRANDE;19022000.0;0;0;45;0;0;-1;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
219;;PIZZA SIMPLES - MUSSARELA ;PIZZA ; GRANDE;19022000.0;0;0;45;0;0;-4,5;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
220;;PIZZA SIMPLES - BRASILEIRA ;PIZZA ; GRANDE;19022000.0;0;0;45;0;0;-20,5;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
221;;PIZZA SIMPLES - FRANGO ;PIZZA ; GRANDE;19022000.0;0;0;45;0;0;-7;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
222;;PIZZA ESPECIAL - FRANGO CATUPIRY ORIGINAL ;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-51,5;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
223;;PIZZA ESPECIAL - NORDESTINA ;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-39,5;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
224;;PIZZA ESPECIAL - SERTANEJA ;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-53;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
225;;PIZZA ESPECIAL - CARNE DE SOL NA NATA;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-45;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
226;;PIZZA ESPECIAL - SANTACRUZENSE ;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-26;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
227;;PIZZA ESPECIAL - QUATRO QUEIJOS ;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-24,5;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
228;;PIZZA ESPECIAL - FILE;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-8;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
229;;PIZZA ESPECIAL - FILE COM FRITAS;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-25,5;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
230;;PIZZA ESPECIAL - ATUM ;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;0;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
231;;PIZZA ESPECIAL - DOM MATEUS;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-32,5;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
232;;PIZZA ESPECIAL - PEPPERONI;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-1,5;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
233;;PIZZA ESPECIAL - ITALIANA;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;0;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
234;;PIZZA ESPECIAL - A MODA DA CASA;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-17;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
235;;PIZZA ESPECIAL - STROGONOFF;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-1;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
236;;PIZZA ESPECIAL - PEITO DE PERU;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-1;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
237;;PIZZA ESPECIAL - CALAFRITAS;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-3,5;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
238;;PIZZA DOCE - BEIJINHO ;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;0;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
239;;PIZZA DOCE - CHOCOLATE;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-3;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
240;;PIZZA DOCE - CHOCOBANA;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-1,5;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
241;;PIZZA DOCE - CHOCOLATE BRANCO ;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-3;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
242;;PIZZA DOCE - DOIS AMORES ;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-2;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
243;;PIZZA DOCE - TRES AMORES ;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-6;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
244;;PIZZA DOCE - ROMEU E JULIETA ;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-1;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
245;;PIZZA DOCE - I;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-4;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
246;;PIZZA ESPECIAL - CAMARAO;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;-11;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
247;;PIZZA SIMPLES - CALABRESA ;PIZZA ; GIGANTE;19022000.0;0;0;55;0;0;-79,33;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
248;;PIZZA SIMPLES - CAIPIRA;PIZZA ; GIGANTE;19022000.0;0;0;55;0;0;-5,67;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
249;;PIZZA SIMPLES - BAIANA ;PIZZA ; GIGANTE;19022000.0;0;0;55;0;0;-2,33;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
250;;PIZZA SIMPLES - CALACHEDDAR;PIZZA ; GIGANTE;19022000.0;0;0;55;0;0;-5,83;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
251;;PIZZA SIMPLES - FRANCHEDDAR;PIZZA ; GIGANTE;19022000.0;0;0;55;0;0;-4,33;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
252;;PIZZA SIMPLES - MARGUETITA;PIZZA ; GIGANTE;19022000.0;0;0;55;0;0;-8,83;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
253;;PIZZA SIMPLES - MISTA 1;PIZZA ; GIGANTE;19022000.0;0;0;55;0;0;-11,5;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
254;;PIZZA SIMPLES - PRESUNTO;PIZZA ; GIGANTE;19022000.0;0;0;55;0;0;-1;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
255;;PIZZA SIMPLES - VEGETARIANA;PIZZA ; GIGANTE;19022000.0;0;0;55;0;0;0;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
256;;PIZZA SIMPLES - MISTA 2;PIZZA ; GIGANTE;19022000.0;0;0;55;0;0;0;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
257;;PIZZA SIMPLES - PORTUGUESA;PIZZA ; GIGANTE;19022000.0;0;0;55;0;0;-38,5;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
258;;PIZZA SIMPLES - SICILIANA;PIZZA ; GIGANTE;19022000.0;0;0;55;0;0;-4;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
259;;PIZZA SIMPLES - CATUPIREZA;PIZZA ; GIGANTE;19022000.0;0;0;55;0;0;-3,33;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
260;;PIZZA SIMPLES - BACON;PIZZA ; GIGANTE;19022000.0;0;0;55;0;0;-5,5;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
261;;PIZZA SIMPLES - MUSSARELA ;PIZZA ; GIGANTE;19022000.0;0;0;55;0;0;-5,5;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
262;;PIZZA SIMPLES - BRASILEIRA ;PIZZA ; GIGANTE;19022000.0;0;0;55;0;0;-27;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
263;;PIZZA SIMPLES - FRANGO ;PIZZA ; GIGANTE;19022000.0;0;0;55;0;0;-4;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
264;;PIZZA ESPECIAL - FRANGO CATUPIRY ORIGINAL ;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-98,83;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
265;;PIZZA ESPECIAL - NORDESTINA ;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-43,33;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
266;;PIZZA ESPECIAL - SERTANEJA ;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-75,83;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
267;;PIZZA ESPECIAL - CARNE DE SOL NA NATA;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-70,33;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
268;;PIZZA ESPECIAL - SANTACRUZENSE ;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-44,5;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
270;;PIZZA ESPECIAL - FILE;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-4,67;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
271;;PIZZA ESPECIAL - FILE COM FRITAS;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-48,83;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
272;;PIZZA ESPECIAL - ATUM ;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-3;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
273;;PIZZA ESPECIAL - DOM MATEUS;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-38,83;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
274;;PIZZA ESPECIAL - PEPPERONI;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-4,67;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
275;;PIZZA ESPECIAL - ITALIANA;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-5,67;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
276;;PIZZA ESPECIAL - A MODA DA CASA;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-35,83;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
277;;PIZZA ESPECIAL - STROGONOFF;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-3,17;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
278;;PIZZA ESPECIAL - PEITO DE PERU;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-4;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
279;;PIZZA ESPECIAL - CALAFRITAS;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-4,33;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
280;;PIZZA DOCE - BEIJINHO ;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-3;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
281;;PIZZA DOCE - CHOCOLATE;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-12,17;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
282;;PIZZA DOCE - CHOCOBANA;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-4,5;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
283;;PIZZA DOCE - CHOCOLATE BRANCO ;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-26,5;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
284;;PIZZA DOCE - DOIS AMORES ;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-3,67;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
285;;PIZZA DOCE - TRES AMORES ;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-6,5;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
286;;PIZZA DOCE - ROMEU E JULIETA ;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-7;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
287;;PIZZA DOCE - PRESTIGIO;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-3,83;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
288;;PIZZA ESPECIAL - CAMARAO;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-16;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
299;;PIZZA DOCE - BANANA NEVADA;PIZZA ; PEQUENA;19022000.0;0;0;28;0;0;-8;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
300;;PIZZA DOCE - BANANA NEVADA;PIZZA ; MEDIA;19022000.0;0;0;40;0;0;-3;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
301;;PIZZA DOCE - BANANA NEVADA;PIZZA ; GRANDE;19022000.0;0;0;52;0;0;0;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
302;;PIZZA DOCE - BANANA NEVADA;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-4;UNID;S;5102;102;40.0;0;S;S;N;S;1704802.0;49;0;;0
289;;PIZZA ESPECIAL - QUATRO QUEIJOS ;PIZZA ; GIGANTE;19022000.0;0;0;62;0;0;-39,33;UNID;S;5102;102;40.0;0;S;S;N;N;1704802.0;49;0;;0
